timestamp,frame,ear,mar,perclos,blink_rate,alert_level
2026-04-28 23:25:02,0,0.3023,0.0135,0.0,0.0,OK
2026-04-28 23:25:03,1,0.3104,0.0128,0.0,0.0,OK
2026-04-28 23:25:03,2,0.3105,0.0,0.0,0.0,OK
2026-04-28 23:25:03,3,0.3179,0.0,0.0,0.0,OK
2026-04-28 23:25:03,4,0.3343,0.0395,0.0,0.0,OK
2026-04-28 23:25:03,5,0.3343,0.0416,0.0,0.0,OK
2026-04-28 23:25:03,6,0.3267,0.0132,0.0,0.0,OK
2026-04-28 23:25:03,7,0.3137,0.0132,0.0,0.0,OK
2026-04-28 23:25:03,8,0.3139,0.0,0.0,0.0,OK
2026-04-28 23:25:03,9,0.3184,0.0133,0.0,0.0,OK
2026-04-28 23:25:03,10,0.3179,0.0133,0.0,0.0,OK
2026-04-28 23:25:03,11,0.3093,0.0,0.0,0.0,OK
2026-04-28 23:25:03,12,0.3073,0.0,0.0,0.0,OK
2026-04-28 23:25:03,13,0.3142,0.0,0.0,0.0,OK
2026-04-28 23:25:03,14,0.3147,0.0253,0.0,0.0,OK
2026-04-28 23:25:03,15,0.3195,0.0126,0.0,0.0,OK
2026-04-28 23:25:03,16,0.3221,0.0,0.0,0.0,OK
2026-04-28 23:25:03,17,0.3187,0.0,0.0,0.0,OK
2026-04-28 23:25:03,18,0.3054,0.0133,0.0,0.0,OK
2026-04-28 23:25:03,19,0.3114,0.0133,0.0,0.0,OK
2026-04-28 23:25:03,20,0.3293,0.0,0.0,0.0,OK
2026-04-28 23:25:03,21,0.3344,0.0,0.0,0.0,OK
2026-04-28 23:25:03,22,0.3161,0.0,0.0,0.0,OK
2026-04-28 23:25:03,23,0.3259,0.0132,0.0,0.0,OK
2026-04-28 23:25:04,24,0.3229,0.0506,0.0,0.0,OK
2026-04-28 23:25:04,25,0.2823,0.0128,0.0,0.0,OK
2026-04-28 23:25:04,26,0.2818,0.0263,0.0,0.0,OK
2026-04-28 23:25:04,27,0.2277,0.0,0.0357,0.0,OK
2026-04-28 23:25:04,28,0.2903,0.027,0.0345,0.0,OK
2026-04-28 23:25:04,29,0.2996,0.0278,0.0333,60.0,OK
2026-04-28 23:25:04,30,0.3051,0.013,0.0323,58.06,OK
2026-04-28 23:25:04,31,0.3149,0.0,0.0312,56.25,OK
2026-04-28 23:25:04,32,0.3149,0.0132,0.0303,54.55,OK
2026-04-28 23:25:04,33,0.3033,0.0,0.0294,52.94,OK
2026-04-28 23:25:04,34,0.3018,0.013,0.0286,51.43,OK
2026-04-28 23:25:04,35,0.3052,0.0184,0.0278,50.0,OK
2026-04-28 23:25:04,36,0.3022,0.026,0.027,48.65,OK
2026-04-28 23:25:04,37,0.2981,0.027,0.0263,47.37,OK
2026-04-28 23:25:04,38,0.2441,0.0,0.0513,92.31,OK
2026-04-28 23:25:04,39,0.2504,0.0,0.075,90.0,OK
2026-04-28 23:25:04,40,0.0595,0.0,0.0976,87.8,OK
2026-04-28 23:25:04,41,0.0984,0.04,0.119,85.71,LOW
2026-04-28 23:25:04,42,0.0983,0.0,0.1395,83.72,LOW
2026-04-28 23:25:04,43,0.2692,0.0,0.1591,81.82,MEDIUM
2026-04-28 23:25:04,44,0.2718,0.0128,0.1556,80.0,MEDIUM
2026-04-28 23:25:04,45,0.287,0.0,0.1522,78.26,MEDIUM
2026-04-28 23:25:04,46,0.2784,0.0,0.1489,76.6,LOW
2026-04-28 23:25:04,47,0.289,0.0263,0.1458,75.0,LOW
2026-04-28 23:25:05,48,0.2851,0.0,0.1429,73.47,LOW
2026-04-28 23:25:05,49,0.2204,0.0133,0.16,108.0,MEDIUM
2026-04-28 23:25:05,50,0.1138,0.0128,0.1765,105.88,MEDIUM
2026-04-28 23:25:05,51,0.1832,0.013,0.1923,103.85,MEDIUM
2026-04-28 23:25:05,52,0.191,0.0,0.2075,101.89,HIGH
2026-04-28 23:25:05,53,0.1294,0.0,0.2222,100.0,HIGH
2026-04-28 23:25:05,54,0.0614,0.0,0.2364,98.18,HIGH
2026-04-28 23:25:05,55,0.0671,0.0395,0.25,96.43,HIGH
2026-04-28 23:25:05,56,0.298,0.0,0.2456,94.74,HIGH
2026-04-28 23:25:05,57,0.3043,0.0263,0.2414,93.1,HIGH
2026-04-28 23:25:05,58,0.2343,0.0,0.2542,122.03,HIGH
2026-04-28 23:25:05,59,0.235,0.0,0.2667,120.0,HIGH
2026-04-28 23:25:05,60,0.07,0.0,0.2787,118.03,HIGH
2026-04-28 23:25:05,61,0.0812,0.0,0.2903,116.13,HIGH
2026-04-28 23:25:05,62,0.1715,0.0,0.3016,114.29,CRITICAL
2026-04-28 23:25:05,63,0.1794,0.0127,0.3125,112.5,CRITICAL
2026-04-28 23:25:05,64,0.2612,0.0,0.3231,110.77,CRITICAL
2026-04-28 23:25:05,65,0.1188,0.0,0.3333,109.09,CRITICAL
2026-04-28 23:25:05,66,0.1163,0.0135,0.3433,107.46,CRITICAL
2026-04-28 23:25:05,67,0.0611,0.0,0.3529,105.88,CRITICAL
2026-04-28 23:25:05,68,0.2164,0.0128,0.3623,104.35,CRITICAL
2026-04-28 23:25:06,69,0.211,0.0127,0.3714,102.86,CRITICAL
2026-04-28 23:25:06,70,0.1627,0.0132,0.3803,101.41,CRITICAL
2026-04-28 23:25:06,71,0.1613,0.0188,0.3889,100.0,CRITICAL
2026-04-28 23:25:06,72,0.1072,0.0276,0.3973,98.63,CRITICAL
2026-04-28 23:25:06,73,0.2046,0.0,0.4054,97.3,CRITICAL
2026-04-28 23:25:06,74,0.2126,0.0,0.4133,96.0,CRITICAL
2026-04-28 23:25:06,75,0.1136,0.0,0.4211,94.74,CRITICAL
2026-04-28 23:25:06,76,0.1607,0.0,0.4286,93.51,CRITICAL
2026-04-28 23:25:06,77,0.1377,0.0,0.4359,92.31,CRITICAL
2026-04-28 23:25:06,78,0.1322,0.0,0.443,91.14,CRITICAL
