timestamp,frame,ear,mar,perclos,blink_rate,alert_level
2026-04-29 01:18:20,0,0.2846,0.0,0.0,0.0,OK
2026-04-29 01:18:20,1,0.2805,0.0,0.0,0.0,OK
2026-04-29 01:18:20,2,0.1374,0.0147,0.0,0.0,OK
2026-04-29 01:18:20,3,0.259,0.0,0.0,0.0,OK
2026-04-29 01:18:20,4,0.2854,0.0141,0.0,0.0,OK
2026-04-29 01:18:20,5,0.2877,0.0143,0.0,0.0,OK
2026-04-29 01:18:20,6,0.3076,0.0145,0.0,0.0,OK
2026-04-29 01:18:20,7,0.3025,0.0141,0.0,0.0,OK
2026-04-29 01:18:20,8,0.3256,0.0147,0.0,0.0,OK
2026-04-29 01:18:20,9,0.3178,0.0329,0.0,0.0,OK
2026-04-29 01:18:20,10,0.3268,0.0141,0.0,0.0,OK
2026-04-29 01:18:20,11,0.3165,0.0,0.0,0.0,OK
2026-04-29 01:18:20,12,0.3326,0.0,0.0,0.0,OK
2026-04-29 01:18:20,13,0.3157,0.0,0.0,0.0,OK
2026-04-29 01:18:20,14,0.3214,0.0,0.0,0.0,OK
2026-04-29 01:18:20,15,0.3258,0.0556,0.0,0.0,OK
2026-04-29 01:18:20,16,0.3331,0.0556,0.0,0.0,OK
2026-04-29 01:18:21,17,0.3276,0.0,0.0,0.0,OK
2026-04-29 01:18:21,18,0.329,0.0,0.0,0.0,OK
2026-04-29 01:18:21,19,0.3094,0.0286,0.0,0.0,OK
2026-04-29 01:18:21,20,0.3084,0.0452,0.0,0.0,OK
2026-04-29 01:18:21,21,0.3372,0.0329,0.0,0.0,OK
2026-04-29 01:18:21,22,0.3313,0.0303,0.0,0.0,OK
2026-04-29 01:18:21,23,0.3417,0.0422,0.0,0.0,OK
2026-04-29 01:18:21,24,0.3297,0.0,0.0,0.0,OK
2026-04-29 01:18:21,25,0.3271,0.0,0.0,0.0,OK
2026-04-29 01:18:21,26,0.3437,0.0,0.0,0.0,OK
2026-04-29 01:18:21,27,0.3259,0.0143,0.0,0.0,OK
2026-04-29 01:18:21,28,0.32,0.0143,0.0,0.0,OK
2026-04-29 01:18:21,29,0.3298,0.0,0.0,60.0,OK
2026-04-29 01:18:21,30,0.3524,0.0145,0.0,58.06,OK
2026-04-29 01:18:21,31,0.3437,0.0143,0.0,56.25,OK
2026-04-29 01:18:21,32,0.333,0.0145,0.0,54.55,OK
2026-04-29 01:18:21,33,0.3309,0.0,0.0,52.94,OK
2026-04-29 01:18:21,34,0.3221,0.0429,0.0,51.43,OK
2026-04-29 01:18:21,35,0.3239,0.0202,0.0,50.0,OK
2026-04-29 01:18:21,36,0.354,0.0139,0.0,48.65,OK
2026-04-29 01:18:21,37,0.3655,0.0278,0.0,47.37,OK
2026-04-29 01:18:21,38,0.3472,0.0133,0.0,46.15,OK
2026-04-29 01:18:21,39,0.3603,0.0,0.0,45.0,OK
2026-04-29 01:18:21,40,0.3543,0.0,0.0,43.9,OK
2026-04-29 01:18:21,41,0.3406,0.0417,0.0,42.86,OK
2026-04-29 01:18:21,42,0.3404,0.0572,0.0,41.86,OK
2026-04-29 01:18:21,43,0.3444,0.0,0.0,40.91,OK
2026-04-29 01:18:22,44,0.3546,0.0,0.0,40.0,OK
2026-04-29 01:18:22,45,0.3421,0.0137,0.0,39.13,OK
2026-04-29 01:18:22,46,0.3186,0.0137,0.0,38.3,OK
2026-04-29 01:18:22,47,0.3226,0.0,0.0,37.5,OK
2026-04-29 01:18:22,48,0.2163,0.0147,0.0,73.47,OK
2026-04-29 01:18:22,49,0.2213,0.0,0.0,72.0,OK
2026-04-29 01:18:22,50,0.2086,0.0,0.0,70.59,OK
2026-04-29 01:18:22,51,0.2068,0.0,0.0,69.23,OK
2026-04-29 01:18:22,52,0.3287,0.0147,0.0,67.92,OK
2026-04-29 01:18:22,53,0.3191,0.0,0.0,66.67,OK
2026-04-29 01:18:22,54,0.3289,0.0,0.0,65.45,OK
2026-04-29 01:18:22,55,0.317,0.0,0.0,64.29,OK
2026-04-29 01:18:22,56,0.3227,0.0137,0.0,63.16,OK
2026-04-29 01:18:22,57,0.3227,0.027,0.0,62.07,OK
2026-04-29 01:18:22,58,0.3247,0.0,0.0,61.02,OK
2026-04-29 01:18:22,59,0.3319,0.0,0.0,60.0,OK
2026-04-29 01:18:22,60,0.3313,0.0,0.0,59.02,OK
2026-04-29 01:18:22,61,0.331,0.0147,0.0,58.06,OK
2026-04-29 01:18:22,62,0.3429,0.0,0.0,57.14,OK
2026-04-29 01:18:22,63,0.3433,0.0141,0.0,56.25,OK
2026-04-29 01:18:22,64,0.3323,0.0,0.0,55.38,OK
2026-04-29 01:18:22,65,0.3465,0.0,0.0,54.55,OK
2026-04-29 01:18:22,66,0.3471,0.0,0.0,53.73,OK
2026-04-29 01:18:22,67,0.344,0.0,0.0,52.94,OK
2026-04-29 01:18:22,68,0.3411,0.0,0.0,52.17,OK
2026-04-29 01:18:22,69,0.3343,0.0,0.0,51.43,OK
2026-04-29 01:18:22,70,0.3338,0.0,0.0,50.7,OK
2026-04-29 01:18:22,71,0.277,0.0,0.0,50.0,OK
2026-04-29 01:18:23,72,0.1372,0.0143,0.0,73.97,OK
2026-04-29 01:18:23,73,0.1332,0.0141,0.0,72.97,OK
2026-04-29 01:18:23,74,0.2544,0.0,0.0,72.0,OK
2026-04-29 01:18:23,75,0.2517,0.0,0.0,94.74,OK
2026-04-29 01:18:23,76,0.3344,0.0,0.0,93.51,OK
2026-04-29 01:18:23,77,0.318,0.0,0.0,92.31,OK
2026-04-29 01:18:23,78,0.2838,0.0,0.0,91.14,OK
2026-04-29 01:18:23,79,0.094,0.0145,0.0,112.5,OK
2026-04-29 01:18:23,80,0.0911,0.0,0.0,111.11,OK
2026-04-29 01:18:23,81,0.2423,0.0141,0.0,109.76,OK
2026-04-29 01:18:23,82,0.2451,0.0,0.0,108.43,OK
