timestamp,frame,ear,mar,perclos,blink_rate,score,microsleep_duration,pose_pitch,pose_yaw,pose_roll,pose_score,eyes_reliable,alert_level
2026-05-01 23:26:26,0,0.2155,0.0238,0.0,0.0,0.93,0.033,-11.19,-1.95,4.19,0.0,1,OK
2026-05-01 23:26:26,1,0.2155,0.0232,0.0,0.0,1.79,0.067,-12.39,-1.7,4.08,0.0,1,OK
2026-05-01 23:26:27,2,0.229,0.0476,0.0,0.0,1.65,0.0,-13.21,-0.92,4.34,0.0,1,OK
2026-05-01 23:26:27,3,0.2386,0.0217,0.0,0.0,1.51,0.0,-13.09,-2.45,5.21,0.0,1,OK
2026-05-01 23:26:27,4,0.2684,0.0222,0.0,0.0,1.39,0.0,-11.78,-2.85,5.18,0.0,1,OK
2026-05-01 23:26:27,5,0.2598,0.0213,0.0,0.0,1.28,0.0,-10.05,-0.35,4.16,0.0,1,OK
2026-05-01 23:26:27,6,0.2549,0.0227,0.0,0.0,1.18,0.0,-11.31,0.52,4.12,0.0,1,OK
2026-05-01 23:26:27,7,0.2596,0.0222,0.0,0.0,1.09,0.0,-10.19,-3.1,4.75,0.0,1,OK
2026-05-01 23:26:27,8,0.2588,0.0321,0.0,0.0,1.0,0.0,-10.96,-1.63,4.39,0.0,1,OK
2026-05-01 23:26:27,9,0.2427,0.0232,0.0,0.0,0.92,0.0,-10.87,-0.05,4.61,0.0,1,OK
2026-05-01 23:26:27,10,0.2595,0.0232,0.0,0.0,0.85,0.0,-11.23,-0.04,3.96,0.0,1,OK
2026-05-01 23:26:27,11,0.2722,0.0232,0.0,0.0,0.78,0.0,-9.36,-2.19,4.46,0.0,1,OK
2026-05-01 23:26:27,12,0.2592,0.0444,0.0,0.0,0.72,0.0,-11.48,0.01,4.59,0.0,1,OK
2026-05-01 23:26:27,13,0.2769,0.0232,0.0,0.0,0.66,0.0,-9.54,-2.3,5.22,0.0,1,OK
2026-05-01 23:26:27,14,0.2447,0.0238,0.0,0.0,0.61,0.0,-11.26,0.18,4.46,0.0,1,OK
2026-05-01 23:26:27,15,0.228,0.0227,0.0,0.0,0.56,0.0,-12.43,-1.53,5.89,0.0,1,OK
2026-05-01 23:26:27,16,0.2431,0.0222,0.0,0.0,0.51,0.0,-13.41,0.78,5.27,0.0,1,OK
2026-05-01 23:26:27,17,0.2325,0.0232,0.0,0.0,0.47,0.0,-12.54,-1.11,5.5,0.0,1,OK
2026-05-01 23:26:27,18,0.2652,0.0232,0.0,0.0,0.43,0.0,-12.87,-1.48,5.69,0.0,1,OK
2026-05-01 23:26:28,19,0.228,0.0226,0.0,0.0,0.4,0.0,-9.3,-2.17,6.53,0.0,1,OK
2026-05-01 23:26:28,20,0.2417,0.0321,0.0,0.0,0.37,0.0,-11.31,-2.08,5.7,0.0,1,OK
2026-05-01 23:26:28,21,0.2633,0.0227,0.0,0.0,0.34,0.0,-11.9,0.13,5.27,0.0,1,OK
2026-05-01 23:26:28,22,0.2554,0.0232,0.0,0.0,0.31,0.0,-11.91,-0.72,5.61,0.0,1,OK
2026-05-01 23:26:28,23,0.2473,0.0232,0.0,0.0,0.29,0.0,-10.5,0.47,5.65,0.0,1,OK
2026-05-01 23:26:28,24,0.2242,0.0464,0.0,0.0,0.58,0.033,-13.85,-0.38,4.73,0.0,1,OK
2026-05-01 23:26:28,25,0.2372,0.0232,0.0,0.0,0.54,0.0,-10.48,0.13,4.73,0.0,1,OK
2026-05-01 23:26:28,26,0.2453,0.0222,0.0,0.0,0.5,0.0,-13.34,-0.22,5.06,0.0,1,OK
2026-05-01 23:26:28,27,0.2282,0.0,0.0,0.0,0.46,0.0,-8.94,-1.99,5.31,0.0,1,OK
2026-05-01 23:26:28,28,0.2325,0.0227,0.0,0.0,0.42,0.0,-11.33,0.98,4.59,0.0,1,OK
2026-05-01 23:26:28,29,0.2376,0.0,0.0,0.0,0.39,0.0,-10.79,0.66,4.61,0.0,1,OK
2026-05-01 23:26:28,30,0.2282,0.0222,0.0,0.0,0.35,0.0,-13.84,0.52,4.54,0.0,1,OK
2026-05-01 23:26:28,31,0.2187,0.0232,0.0,0.0,0.97,0.033,-12.27,-1.09,4.45,0.0,1,OK
2026-05-01 23:26:28,32,0.2278,0.0227,0.0,0.0,0.89,0.0,-12.71,1.31,3.81,0.0,1,OK
2026-05-01 23:26:28,33,0.1971,0.0443,0.0,0.0,2.65,0.033,-12.02,0.51,4.73,0.0,1,OK
2026-05-01 23:26:28,34,0.2298,0.0232,0.0,0.0,2.44,0.0,-11.7,1.04,3.81,0.0,1,OK
2026-05-01 23:26:29,35,0.2176,0.0222,0.0,0.0,2.43,0.033,-11.73,-1.26,5.94,0.0,1,OK
2026-05-01 23:26:29,36,0.2472,0.0227,0.0,0.0,2.24,0.0,-12.74,0.71,3.82,0.0,1,OK
2026-05-01 23:26:29,37,0.2202,0.0232,0.0,0.0,2.2,0.033,-11.38,-0.93,5.06,0.0,1,OK
2026-05-01 23:26:29,38,0.2336,0.0227,0.0,0.0,2.03,0.0,-11.16,-0.25,5.26,0.0,1,OK
2026-05-01 23:26:29,39,0.2338,0.0,0.0,0.0,1.87,0.0,-11.09,2.37,3.56,0.0,1,OK
2026-05-01 23:26:29,40,0.2238,0.0232,0.0,0.0,1.81,0.033,-11.57,0.43,4.47,0.0,1,OK
2026-05-01 23:26:29,41,0.2241,0.0,0.0,0.0,1.83,0.067,-13.13,0.51,4.51,0.0,1,OK
2026-05-01 23:26:29,42,0.2188,0.0232,0.0,0.0,2.41,0.1,-12.8,0.69,4.19,0.0,1,OK
2026-05-01 23:26:29,43,0.2147,0.0232,0.0,0.0,3.29,0.133,-10.24,-3.66,5.37,0.0,1,OK
2026-05-01 23:26:29,44,0.2425,0.0217,0.0,0.0,3.03,0.0,-10.41,1.06,4.52,0.0,1,OK
2026-05-01 23:26:29,45,0.2773,0.0222,0.0,0.0,2.78,0.0,-10.01,-1.73,4.52,0.0,1,OK
2026-05-01 23:26:29,46,0.2681,0.0222,0.0,0.0,2.56,0.0,-10.72,-2.21,4.95,0.0,1,OK
