timestamp,frame,ear,mar,perclos,blink_rate,alert_level
2026-04-29 01:55:02,0,0.3032,0.0112,0.0,0.0,OK
2026-04-29 01:55:02,1,0.2883,0.0114,0.0,0.0,OK
2026-04-29 01:55:02,2,0.3193,0.0,0.0,0.0,OK
2026-04-29 01:55:02,3,0.2986,0.0,0.0,0.0,OK
2026-04-29 01:55:03,4,0.3018,0.0111,0.0,0.0,OK
2026-04-29 01:55:03,5,0.3064,0.0163,0.0,0.0,OK
2026-04-29 01:55:03,6,0.3085,0.0,0.0,0.0,OK
2026-04-29 01:55:03,7,0.3066,0.0116,0.0,0.0,OK
2026-04-29 01:55:03,8,0.3058,0.0118,0.0,0.0,OK
2026-04-29 01:55:03,9,0.2965,0.0,0.0,0.0,OK
2026-04-29 01:55:03,10,0.3107,0.0,0.0,0.0,OK
2026-04-29 01:55:03,11,0.301,0.0,0.0,0.0,OK
2026-04-29 01:55:03,12,0.3121,0.0118,0.0,0.0,OK
2026-04-29 01:55:03,13,0.3003,0.0,0.0,0.0,OK
2026-04-29 01:55:03,14,0.292,0.0116,0.0,0.0,OK
2026-04-29 01:55:03,15,0.2987,0.0,0.0,0.0,OK
2026-04-29 01:55:03,16,0.2874,0.0112,0.0,0.0,OK
2026-04-29 01:55:03,17,0.3053,0.0,0.0,0.0,OK
2026-04-29 01:55:03,18,0.274,0.0,0.0,0.0,OK
2026-04-29 01:55:03,19,0.226,0.0,0.0,0.0,OK
2026-04-29 01:55:03,20,0.2332,0.0,0.0,0.0,OK
2026-04-29 01:55:03,21,0.2259,0.0116,0.0,0.0,OK
2026-04-29 01:55:03,22,0.249,0.0,0.0,0.0,OK
2026-04-29 01:55:03,23,0.2671,0.0,0.0,0.0,OK
2026-04-29 01:55:03,24,0.2813,0.0123,0.0,0.0,OK
2026-04-29 01:55:03,25,0.2885,0.0115,0.0,0.0,OK
2026-04-29 01:55:03,26,0.3055,0.0,0.0,0.0,OK
2026-04-29 01:55:03,27,0.2893,0.0,0.0,0.0,OK
2026-04-29 01:55:03,28,0.285,0.0161,0.0,0.0,OK
2026-04-29 01:55:03,29,0.3076,0.0119,0.0,60.0,OK
2026-04-29 01:55:03,30,0.3003,0.0263,0.0,58.06,OK
2026-04-29 01:55:04,31,0.2908,0.0111,0.0,56.25,OK
2026-04-29 01:55:04,32,0.2884,0.0116,0.0,54.55,OK
2026-04-29 01:55:04,33,0.2923,0.0,0.0,52.94,OK
2026-04-29 01:55:04,34,0.296,0.0,0.0,51.43,OK
2026-04-29 01:55:04,35,0.2879,0.0122,0.0,50.0,OK
2026-04-29 01:55:04,36,0.2779,0.0,0.0,48.65,OK
2026-04-29 01:55:04,37,0.3064,0.0233,0.0,47.37,OK
2026-04-29 01:55:04,38,0.289,0.0115,0.0,46.15,OK
2026-04-29 01:55:04,39,0.2928,0.0116,0.0,45.0,OK
2026-04-29 01:55:04,40,0.2989,0.0,0.0,43.9,OK
2026-04-29 01:55:04,41,0.292,0.0164,0.0,42.86,OK
2026-04-29 01:55:04,42,0.2949,0.0111,0.0,41.86,OK
2026-04-29 01:55:04,43,0.2952,0.011,0.0,40.91,OK
2026-04-29 01:55:04,44,0.2613,0.0,0.0,40.0,OK
2026-04-29 01:55:04,45,0.1888,0.0333,0.0,78.26,OK
2026-04-29 01:55:04,46,0.2424,0.0,0.0,76.6,OK
2026-04-29 01:55:04,47,0.242,0.0,0.0,75.0,OK
2026-04-29 01:55:04,48,0.2709,0.0114,0.0,73.47,OK
2026-04-29 01:55:04,49,0.2817,0.0115,0.0,72.0,OK
