timestamp,frame,ear,mar,perclos,blink_rate,score,microsleep_duration,pose_pitch,pose_yaw,pose_roll,pose_score,eyes_reliable,alert_level
2026-05-02 00:26:49,0,0.2962,0.0389,0.0,,0.0,0.0,9.89,-9.15,1.14,0.0,1,OK
2026-05-02 00:26:49,1,0.3108,0.0397,0.0,,0.0,0.0,1.46,2.77,1.93,0.0,1,OK
2026-05-02 00:26:49,2,0.2998,0.0287,0.0,,0.0,0.0,1.35,1.1,1.73,0.0,1,OK
2026-05-02 00:26:49,3,0.29,0.0345,0.0,,0.0,0.0,10.18,-7.5,1.8,0.0,1,OK
2026-05-02 00:26:49,4,0.3078,0.0273,0.0,,0.0,0.0,0.95,0.36,2.22,0.0,1,OK
2026-05-02 00:26:49,5,0.2904,0.0323,0.0,,0.0,0.0,9.61,-4.85,1.8,0.0,1,OK
2026-05-02 00:26:49,6,0.3047,0.0318,0.0,,0.0,0.0,0.56,2.51,2.37,0.0,1,OK
2026-05-02 00:26:49,7,0.3133,0.0397,0.0,,0.0,0.0,0.23,0.84,2.05,0.0,1,OK
2026-05-02 00:26:49,8,0.3137,0.0333,0.0,,0.0,0.0,10.02,-7.58,1.53,0.0,1,OK
2026-05-02 00:26:49,9,0.3017,0.0318,0.0,,0.0,0.0,8.86,-7.87,2.01,0.0,1,OK
2026-05-02 00:26:49,10,0.289,0.0323,0.0,,0.0,0.0,-0.1,1.42,1.83,0.0,1,OK
2026-05-02 00:26:49,11,0.2158,0.0344,0.0,,0.52,0.059,-2.56,1.69,2.0,0.0,1,OK
2026-05-02 00:26:49,12,0.2768,0.0527,0.0,,0.48,0.0,-0.2,2.23,1.96,0.0,1,OK
2026-05-02 00:26:49,13,0.2932,0.0467,0.0,,0.44,0.0,1.73,1.17,1.74,0.0,1,OK
2026-05-02 00:26:49,14,0.2991,0.0333,0.0,,0.4,0.0,11.03,-7.92,1.46,0.0,1,OK
2026-05-02 00:26:49,15,0.3121,0.0383,0.0,,0.37,0.0,8.71,-10.71,1.16,0.0,1,OK
2026-05-02 00:26:49,16,0.3042,0.0385,0.0,,0.34,0.0,9.81,-6.09,1.83,0.0,1,OK
2026-05-02 00:26:50,17,0.307,0.0347,0.0,,0.31,0.0,0.93,0.49,1.86,0.0,1,OK
2026-05-02 00:26:50,18,0.3041,0.049,0.0,,0.29,0.0,0.8,-0.07,1.31,0.0,1,OK
2026-05-02 00:26:50,19,0.2912,0.0319,0.0,,0.27,0.0,0.75,2.28,1.58,0.0,1,OK
2026-05-02 00:26:50,20,0.297,0.0405,0.0,,0.24,0.0,9.0,-8.52,1.27,0.0,1,OK
2026-05-02 00:26:50,21,0.2844,0.045,0.0,,0.23,0.0,-1.1,1.27,1.9,0.0,1,OK
2026-05-02 00:26:50,22,0.2761,0.0489,0.0,,0.21,0.0,8.61,-6.51,1.18,0.0,1,OK
2026-05-02 00:26:50,23,0.2787,0.0275,0.0,,0.19,0.0,-0.31,2.79,1.81,0.0,1,OK
2026-05-02 00:26:50,24,0.2891,0.031,0.0,,0.18,0.0,-1.75,1.91,2.17,0.0,1,OK
2026-05-02 00:26:50,25,0.2802,0.0344,0.0,,0.16,0.0,8.31,-7.48,1.08,0.0,1,OK
2026-05-02 00:26:50,26,0.2821,0.0315,0.0,,0.15,0.0,0.28,0.35,1.26,0.0,1,OK
2026-05-02 00:26:50,27,0.2824,0.0429,0.0,,0.14,0.0,0.79,1.27,1.79,0.0,1,OK
2026-05-02 00:26:50,28,0.2708,0.0236,0.0,,0.13,0.0,0.25,2.45,1.64,0.0,1,OK
2026-05-02 00:26:50,29,0.2648,0.0449,0.0,,0.12,0.0,0.41,0.4,1.47,0.0,1,OK
2026-05-02 00:26:50,30,0.2651,0.0305,0.0,,0.11,0.0,0.77,2.62,1.75,0.0,1,OK
2026-05-02 00:26:50,31,0.2609,0.0397,0.0,,0.1,0.0,-1.85,0.93,1.49,0.0,1,OK
2026-05-02 00:26:50,32,0.214,0.0466,0.0,,0.7,0.059,-2.2,2.64,1.7,0.0,1,OK
2026-05-02 00:26:50,33,0.2487,0.0536,0.0,,0.64,0.0,-1.47,1.02,2.01,0.0,1,OK
2026-05-02 00:26:51,34,0.2735,0.0418,0.0,,0.59,0.0,0.27,2.27,1.57,0.0,1,OK
2026-05-02 00:26:51,35,0.2838,0.0361,0.0,,0.54,0.0,9.5,-8.69,0.93,0.0,1,OK
2026-05-02 00:26:51,36,0.299,0.0402,0.0,,0.5,0.0,1.48,1.43,2.0,0.0,1,OK
2026-05-02 00:26:51,37,0.2733,0.0367,0.0,,0.46,0.0,-1.31,2.92,1.5,0.0,1,OK
2026-05-02 00:26:51,38,0.2853,0.0384,0.0,,0.42,0.0,-0.13,1.77,1.76,0.0,1,OK
2026-05-02 00:26:51,39,0.3034,0.0323,0.0,,0.39,0.0,0.87,1.49,2.44,0.0,1,OK
2026-05-02 00:26:51,40,0.3068,0.0322,0.0,,0.36,0.0,10.25,-7.06,1.91,0.0,1,OK
2026-05-02 00:26:51,41,0.315,0.0423,0.0,,0.33,0.0,10.32,-9.7,1.02,0.0,1,OK
2026-05-02 00:26:51,42,0.3153,0.0407,0.0,,0.3,0.0,0.53,-0.29,1.64,0.0,1,OK
2026-05-02 00:26:51,43,0.3076,0.0398,0.0,,0.28,0.0,1.24,1.3,1.74,0.0,1,OK
2026-05-02 00:26:51,44,0.3163,0.0341,0.0,,0.26,0.0,1.25,1.85,2.03,0.0,1,OK
2026-05-02 00:26:51,45,0.2964,0.0294,0.0,,0.24,0.0,0.82,2.57,1.49,0.0,1,OK
2026-05-02 00:26:51,46,0.3093,0.0492,0.0,,0.22,0.0,9.22,-8.52,1.33,0.0,1,OK
2026-05-02 00:26:51,47,0.2942,0.0363,0.0,,0.2,0.0,10.38,-7.41,1.64,0.0,1,OK
2026-05-02 00:26:51,48,0.2806,0.0384,0.0,,0.18,0.0,9.43,-9.81,1.97,0.0,1,OK
2026-05-02 00:26:51,49,0.2233,0.0485,0.0,,0.17,0.0,-3.09,2.12,1.52,0.0,1,OK
2026-05-02 00:26:52,50,0.2025,0.0448,0.0,,1.48,0.059,9.7,-8.51,0.57,0.0,1,OK
2026-05-02 00:26:52,51,0.2047,0.0336,0.0,,2.54,0.117,-1.43,-0.34,2.58,0.0,1,OK
2026-05-02 00:26:52,52,0.1999,0.0311,0.0,,3.87,0.176,-3.2,-0.04,2.28,0.0,1,OK
2026-05-02 00:26:52,53,0.221,0.0508,0.0,,3.56,0.0,-2.48,2.41,1.59,0.0,1,OK
2026-05-02 00:26:52,54,0.2125,0.0458,0.0,,3.45,0.059,-2.3,1.22,2.05,0.0,1,OK
