timestamp,frame,ear,mar,perclos,blink_rate,score,microsleep_duration,pose_pitch,pose_yaw,pose_roll,pose_score,eyes_reliable,alert_level
2026-05-02 00:21:29,0,0.3139,0.0335,0.0,,0.0,0.0,12.97,-5.02,1.79,0.0,1,OK
2026-05-02 00:21:29,1,0.3242,0.04,0.0,,0.0,0.0,14.21,-6.44,2.19,0.0,1,OK
2026-05-02 00:21:29,2,0.3036,0.0442,0.0,,0.0,0.0,13.44,-7.43,1.73,0.0,1,OK
2026-05-02 00:21:29,3,0.322,0.0366,0.0,,0.0,0.0,14.52,-10.12,1.22,0.0,1,OK
2026-05-02 00:21:29,4,0.3151,0.0414,0.0,,0.0,0.0,12.61,-6.64,1.22,0.0,1,OK
2026-05-02 00:21:29,5,0.3091,0.0387,0.0,,0.0,0.0,13.08,-4.86,2.16,0.0,1,OK
2026-05-02 00:21:29,6,0.3103,0.0432,0.0,,0.0,0.0,0.82,4.44,1.79,0.0,1,OK
2026-05-02 00:21:29,7,0.32,0.0361,0.0,,0.0,0.0,12.45,-7.35,1.44,0.0,1,OK
2026-05-02 00:21:30,8,0.3156,0.0396,0.0,,0.0,0.0,11.86,-6.25,1.82,0.0,1,OK
2026-05-02 00:21:30,9,0.3146,0.0316,0.0,,0.0,0.0,12.56,-6.17,1.77,0.0,1,OK
2026-05-02 00:21:30,10,0.3092,0.0281,0.0,,0.0,0.0,13.05,-6.36,1.29,0.0,1,OK
2026-05-02 00:21:30,11,0.3004,0.039,0.0,,0.0,0.0,12.53,-6.86,1.01,0.0,1,OK
2026-05-02 00:21:30,12,0.2145,0.041,0.0,,0.44,0.059,11.13,-6.21,1.74,0.0,1,OK
2026-05-02 00:21:30,13,0.2651,0.0392,0.0,,0.41,0.0,11.96,-6.21,1.45,0.0,1,OK
2026-05-02 00:21:30,14,0.2753,0.0474,0.0,,0.37,0.0,0.61,5.55,2.19,0.0,1,OK
2026-05-02 00:21:30,15,0.294,0.0433,0.0,,0.34,0.0,13.0,-5.94,2.09,0.0,1,OK
2026-05-02 00:21:30,16,0.3052,0.0418,0.0,,0.32,0.0,12.96,-7.97,1.3,0.0,1,OK
2026-05-02 00:21:30,17,0.2982,0.0439,0.0,,0.29,0.0,12.36,-4.83,1.71,0.0,1,OK
2026-05-02 00:21:30,18,0.3182,0.0349,0.0,,0.27,0.0,13.01,-5.65,1.81,0.0,1,OK
2026-05-02 00:21:30,19,0.3144,0.0364,0.0,,0.25,0.0,12.99,-5.14,2.11,0.0,1,OK
2026-05-02 00:21:30,20,0.2975,0.0325,0.0,,0.23,0.0,13.8,-6.5,1.56,0.0,1,OK
2026-05-02 00:21:30,21,0.3031,0.0413,0.0,,0.21,0.0,13.27,-2.41,1.91,0.0,1,OK
2026-05-02 00:21:30,22,0.3149,0.0363,0.0,,0.19,0.0,12.83,-7.05,1.14,0.0,1,OK
2026-05-02 00:21:30,23,0.2983,0.0364,0.0,,0.18,0.0,13.44,-5.68,1.14,0.0,1,OK
2026-05-02 00:21:30,24,0.2001,0.041,0.0,,1.49,0.059,-1.67,4.73,1.64,0.0,1,OK
2026-05-02 00:21:31,25,0.2799,0.0213,0.0,,1.37,0.0,12.12,-3.37,2.37,0.0,1,OK
2026-05-02 00:21:31,26,0.3065,0.0373,0.0,,1.26,0.0,13.93,-6.33,2.59,0.0,1,OK
2026-05-02 00:21:31,27,0.2965,0.0333,0.0,,1.16,0.0,13.28,-7.07,1.29,0.0,1,OK
2026-05-02 00:21:31,28,0.2972,0.0319,0.0,,1.07,0.0,12.26,-5.19,1.81,0.0,1,OK
2026-05-02 00:21:31,29,0.3062,0.0351,0.0,,0.98,0.0,13.32,-6.44,2.16,0.0,1,OK
2026-05-02 00:21:31,30,0.3004,0.0365,0.0,,0.9,0.0,1.38,6.53,1.45,0.0,1,OK
2026-05-02 00:21:31,31,0.3067,0.0422,0.0,,0.83,0.0,12.16,-6.0,1.53,0.0,1,OK
2026-05-02 00:21:31,32,0.291,0.0353,0.0,,0.76,0.0,12.21,-7.01,1.55,0.0,1,OK
2026-05-02 00:21:31,33,0.3193,0.0416,0.0,,0.7,0.0,12.69,-5.56,2.05,0.0,1,OK
2026-05-02 00:21:31,34,0.3206,0.0331,0.0,,0.65,0.0,13.2,-7.56,1.99,0.0,1,OK
2026-05-02 00:21:31,35,0.2944,0.0347,0.0,,0.59,0.0,12.76,-5.76,2.26,0.0,1,OK
2026-05-02 00:21:31,36,0.3007,0.0356,0.0,,0.55,0.0,12.2,-2.83,2.06,0.0,1,OK
2026-05-02 00:21:31,37,0.3013,0.043,0.0,,0.5,0.0,12.58,-5.68,2.17,0.0,1,OK
2026-05-02 00:21:31,38,0.2991,0.043,0.0,,0.46,0.0,12.95,-4.18,2.1,0.0,1,OK
2026-05-02 00:21:31,39,0.2932,0.0331,0.0,,0.43,0.0,11.55,-5.77,2.87,0.0,1,OK
2026-05-02 00:21:31,40,0.307,0.0267,0.0,,0.39,0.0,14.52,-5.67,1.84,0.0,1,OK
2026-05-02 00:21:32,41,0.3207,0.0453,0.0,,0.36,0.0,11.51,-3.18,2.26,0.0,1,OK
2026-05-02 00:21:32,42,0.3036,0.0318,0.0,,0.33,0.0,13.9,-4.58,1.62,0.0,1,OK
2026-05-02 00:21:32,43,0.3069,0.0478,0.0,,0.31,0.0,12.17,-3.69,2.12,0.0,1,OK
2026-05-02 00:21:32,44,0.2986,0.044,0.0,,0.28,0.0,11.41,-6.04,1.9,0.0,1,OK
2026-05-02 00:21:32,45,0.3241,0.0481,0.0,,0.26,0.0,11.59,-6.76,1.31,0.0,1,OK
2026-05-02 00:21:32,46,0.2941,0.0355,0.0,,0.24,0.0,11.98,-5.01,2.05,0.0,1,OK
2026-05-02 00:21:32,47,0.3084,0.0316,0.0,,0.22,0.0,11.17,-4.51,1.91,0.0,1,OK
2026-05-02 00:21:32,48,0.3122,0.0429,0.0,,0.2,0.0,12.17,-6.11,1.9,0.0,1,OK
2026-05-02 00:21:32,49,0.2992,0.0381,0.0,,0.19,0.0,12.24,-5.95,1.54,0.0,1,OK
2026-05-02 00:21:32,50,0.299,0.0305,0.0,,0.17,0.0,13.26,-5.49,1.35,0.0,1,OK
2026-05-02 00:21:32,51,0.3214,0.0356,0.0,,0.16,0.0,1.22,5.74,2.32,0.0,1,OK
2026-05-02 00:21:32,52,0.3047,0.047,0.0,,0.14,0.0,-0.74,5.99,1.62,0.0,1,OK
2026-05-02 00:21:32,53,0.3151,0.0387,0.0,,0.13,0.0,12.86,-3.82,2.04,0.0,1,OK
2026-05-02 00:21:32,54,0.3052,0.0329,0.0,,0.12,0.0,12.05,-7.51,2.07,0.0,1,OK
2026-05-02 00:21:32,55,0.3099,0.0367,0.0,,0.11,0.0,11.71,-7.83,1.42,0.0,1,OK
2026-05-02 00:21:32,56,0.3099,0.035,0.0,,0.1,0.0,-1.24,6.34,1.88,0.0,1,OK
2026-05-02 00:21:32,57,0.3085,0.0359,0.0,,0.09,0.0,11.4,-6.35,1.95,0.0,1,OK
2026-05-02 00:21:33,58,0.3135,0.0415,0.0,,0.09,0.0,-0.92,6.09,1.79,0.0,1,OK
2026-05-02 00:21:33,59,0.2947,0.0298,0.0,,0.08,0.0,0.87,3.65,2.33,0.0,1,OK
2026-05-02 00:21:33,60,0.3209,0.041,0.0,,0.07,0.0,11.54,-5.82,2.13,0.0,1,OK
2026-05-02 00:21:33,61,0.3091,0.0352,0.0,,0.07,0.0,0.35,4.24,2.5,0.0,1,OK
2026-05-02 00:21:33,62,0.3218,0.0465,0.0,,0.06,0.0,-0.88,5.01,1.55,0.0,1,OK
2026-05-02 00:21:33,63,0.3076,0.0329,0.0,,0.06,0.0,11.9,-8.21,1.61,0.0,1,OK
2026-05-02 00:21:33,64,0.3121,0.047,0.0,,0.05,0.0,12.08,-7.42,1.89,0.0,1,OK
2026-05-02 00:21:33,65,0.3151,0.0365,0.0,,0.05,0.0,11.61,-10.12,1.78,0.0,1,OK
2026-05-02 00:21:33,66,0.263,0.0409,0.0,,0.04,0.0,9.89,-11.98,1.28,0.0,1,OK
2026-05-02 00:21:33,67,0.198,0.0338,0.0,,1.54,0.059,11.68,-9.22,1.04,0.0,1,OK
2026-05-02 00:21:33,68,0.2356,0.0363,0.0,,1.42,0.0,13.18,-6.87,2.29,0.0,1,OK
2026-05-02 00:21:33,69,0.2892,0.0251,0.0,,1.3,0.0,12.75,-6.39,2.6,0.0,1,OK
2026-05-02 00:21:33,70,0.3009,0.0405,0.0,,1.2,0.0,9.86,-8.68,1.23,0.0,1,OK
2026-05-02 00:21:33,71,0.3036,0.0371,0.0,,1.1,0.0,0.5,3.29,1.92,0.0,1,OK
