timestamp,frame,ear,mar,perclos,blink_rate,score,microsleep_duration,pose_pitch,pose_yaw,pose_roll,pose_score,alert_level
2026-05-01 01:38:51,0,0.2097,0.04,0.0,0.0,1.49,0.033,8.51,-5.73,1.02,0.0,OK
2026-05-01 01:38:51,1,0.2076,0.0417,0.0,0.0,2.83,0.067,-1.67,6.66,1.05,0.0,OK
2026-05-01 01:38:51,2,0.2513,0.02,0.0,0.0,2.61,0.0,-0.32,6.6,1.92,0.0,OK
2026-05-01 01:38:51,3,0.2395,0.0408,0.0,0.0,2.4,0.0,-0.54,4.82,1.54,0.0,OK
2026-05-01 01:38:51,4,0.2518,0.0208,0.0,0.0,2.21,0.0,-0.55,4.58,1.86,0.0,OK
2026-05-01 01:38:51,5,0.2667,0.0208,0.0,0.0,2.03,0.0,-0.49,6.27,1.71,0.0,OK
2026-05-01 01:38:51,6,0.2668,0.0417,0.0,0.0,1.87,0.0,-1.36,7.26,1.13,0.0,OK
2026-05-01 01:38:51,7,0.2749,0.0456,0.0,0.0,1.72,0.0,-1.4,6.63,1.51,0.0,OK
2026-05-01 01:38:51,8,0.2672,0.04,0.0,0.0,1.58,0.0,-0.55,5.73,1.55,0.0,OK
2026-05-01 01:38:51,9,0.2475,0.04,0.0,0.0,1.45,0.0,-2.22,6.2,1.69,0.0,OK
2026-05-01 01:38:51,10,0.2674,0.04,0.0,0.0,1.34,0.0,-1.86,6.12,1.32,0.0,OK
2026-05-01 01:38:51,11,0.303,0.04,0.0,0.0,1.23,0.0,-1.86,5.61,1.46,0.0,OK
2026-05-01 01:38:51,12,0.303,0.04,0.0,0.0,1.13,0.0,-2.21,5.61,1.57,0.0,OK
2026-05-01 01:38:51,13,0.2782,0.0408,0.0,0.0,1.04,0.0,0.23,6.06,1.96,0.0,OK
2026-05-01 01:38:51,14,0.2786,0.0408,0.0,0.0,0.96,0.0,0.55,6.37,1.78,0.0,OK
2026-05-01 01:38:51,15,0.2842,0.0408,0.0,0.0,0.88,0.0,1.64,5.37,1.78,0.0,OK
2026-05-01 01:38:51,16,0.285,0.04,0.0,0.0,0.81,0.0,-0.15,5.87,1.86,0.0,OK
2026-05-01 01:38:51,17,0.2948,0.0408,0.0,0.0,0.75,0.0,-1.61,5.25,1.57,0.0,OK
2026-05-01 01:38:51,18,0.2745,0.0447,0.0,0.0,0.69,0.0,-0.62,5.78,1.49,0.0,OK
2026-05-01 01:38:52,19,0.2982,0.0417,0.0,0.0,0.63,0.0,-0.59,6.81,1.22,0.0,OK
2026-05-01 01:38:52,20,0.2982,0.0408,0.0,0.0,0.58,0.0,-0.55,7.14,1.4,0.0,OK
2026-05-01 01:38:52,21,0.2975,0.04,0.0,0.0,0.53,0.0,-0.6,6.69,2.19,0.0,OK
2026-05-01 01:38:52,22,0.306,0.0204,0.0,0.0,0.49,0.0,0.99,5.64,1.52,0.0,OK
2026-05-01 01:38:52,23,0.2983,0.0204,0.0,0.0,0.45,0.0,1.03,5.53,1.76,0.0,OK
2026-05-01 01:38:52,24,0.2938,0.02,0.0,0.0,0.42,0.0,7.11,-7.69,1.3,0.0,OK
2026-05-01 01:38:52,25,0.297,0.0447,0.0,0.0,0.38,0.0,0.46,5.25,1.24,0.0,OK
2026-05-01 01:38:52,26,0.2819,0.0208,0.0,0.0,0.35,0.0,0.91,6.35,1.1,0.0,OK
2026-05-01 01:38:52,27,0.2745,0.0417,0.0,0.0,0.32,0.0,0.66,5.77,1.19,0.0,OK
2026-05-01 01:38:52,28,0.2863,0.0204,0.0,0.0,0.3,0.0,-0.61,6.62,1.51,0.0,OK
2026-05-01 01:38:52,29,0.2709,0.0204,0.0,0.0,0.27,0.0,-0.63,4.96,1.66,0.0,OK
2026-05-01 01:38:52,30,0.2749,0.02,0.0,0.0,0.25,0.0,-1.16,5.11,1.08,0.0,OK
2026-05-01 01:38:52,31,0.3021,0.02,0.0,0.0,0.23,0.0,0.32,6.3,0.99,0.0,OK
2026-05-01 01:38:52,32,0.2937,0.04,0.0,0.0,0.21,0.0,0.32,6.3,0.99,0.0,OK
2026-05-01 01:38:52,33,0.2978,0.0417,0.0,0.0,0.2,0.0,-1.28,6.68,1.23,0.0,OK
2026-05-01 01:38:52,34,0.3026,0.0417,0.0,0.0,0.18,0.0,0.08,6.74,1.23,0.0,OK
2026-05-01 01:38:52,35,0.29,0.0392,0.0,0.0,0.17,0.0,6.87,-7.23,0.73,0.0,OK
2026-05-01 01:38:52,36,0.275,0.04,0.0,0.0,0.15,0.0,-1.59,5.64,0.81,0.0,OK
2026-05-01 01:38:52,37,0.2801,0.02,0.0,0.0,0.14,0.0,0.78,7.19,1.35,0.0,OK
2026-05-01 01:38:52,38,0.26,0.0417,0.0,0.0,0.13,0.0,1.05,7.18,0.33,0.0,OK
2026-05-01 01:38:52,39,0.2641,0.0417,0.0,0.0,0.12,0.0,-0.38,7.3,0.74,0.0,OK
2026-05-01 01:38:52,40,0.1868,0.0204,0.0,0.0,2.96,0.033,-0.37,5.64,0.29,0.0,OK
2026-05-01 01:38:52,41,0.1882,0.0204,0.0,0.0,4.97,0.067,-0.14,5.17,0.29,0.0,OK
2026-05-01 01:38:52,42,0.2122,0.0417,0.0,0.0,5.06,0.1,-0.96,6.03,-0.04,0.0,OK
2026-05-01 01:38:52,43,0.2194,0.0417,0.0,0.0,5.03,0.133,-0.46,6.18,0.03,0.0,OK
2026-05-01 01:38:52,44,0.2361,0.0447,0.0,0.0,4.63,0.0,-1.65,5.33,0.52,0.0,OK
2026-05-01 01:38:52,45,0.2354,0.04,0.0,0.0,4.26,0.0,-1.62,6.87,0.35,0.0,OK
2026-05-01 01:38:52,46,0.2753,0.02,0.0,0.0,3.92,0.0,-0.67,5.87,0.34,0.0,OK
2026-05-01 01:38:52,47,0.2978,0.0204,0.0,0.0,3.6,0.0,1.87,6.57,0.43,0.0,OK
2026-05-01 01:38:53,48,0.2904,0.0408,0.0,0.0,3.32,0.0,-0.38,5.92,0.12,0.0,OK
2026-05-01 01:38:53,49,0.2982,0.0408,0.0,0.0,3.05,0.0,0.17,6.42,0.14,0.0,OK
2026-05-01 01:38:53,50,0.3135,0.0408,0.0,0.0,2.81,0.0,2.02,8.36,-0.14,0.0,OK
2026-05-01 01:38:53,51,0.3019,0.04,0.0,0.0,2.58,0.0,9.19,-3.9,0.21,0.0,OK
2026-05-01 01:38:53,52,0.3053,0.02,0.0,0.0,2.38,0.0,8.34,-6.48,0.14,0.0,OK
2026-05-01 01:38:53,53,0.2823,0.0408,0.0,0.0,2.19,0.0,-0.96,6.21,0.41,0.0,OK
2026-05-01 01:38:53,54,0.2789,0.0456,0.0,0.0,2.01,0.0,-1.2,5.65,0.63,0.0,OK
